sku,name,category_id,category_name,stock,b2b_price,site_price_est,sales_count,oem,has_image,image_count,path,source_id
ESP.22.05.01,AYDIN DİNGİL PORYA KAMPANALI,porya,Porya,1,4830.0,6375.6,0.0,,False,0,/aydin-dingil-porya-kampanali-p4585,4585
ESP.22.04.01,PORYA SERTEL T4 - K4,porya,Porya,6,4830.0,6375.6,0.0,,False,0,/porya-sertel-t4-k4-p4584,4584
ESP.22.03.01,PORYA OSMAN KOÇ K1,porya,Porya,4,5405.0,7134.6,0.0,,False,0,/porya-osman-koc-k1-p4582,4582
8132,20/24 D/P Disk Fren Körüğü 64 mm,fren-korugu,Fren Körüğü,834,2850.0,3762.0,0.0,8642644620329,True,2,/20-24-d-p-disk-fren-korugu-64-mm-p3780,3780
8131,16'LIK SERVİS FREN KÖRÜĞÜ DİSK,fren-korugu,Fren Körüğü,1150,1100.0,1452.0,0.0,,False,0,/16-lik-servis-fren-korugu-disk-p3779,3779
8129,20'LİK SERVİS FREN KÖRÜĞÜ DİSK,fren-korugu,Fren Körüğü,699,1100.0,1452.0,0.0,,False,0,/20-lik-servis-fren-korugu-disk-p3778,3778
8127,9/6200 CARGO İMD.FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,19,2650.0,3498.0,0.0,(A) A2,False,0,/9-6200-cargo-imd-fren-korugu-p3777,3777
8125,16/24 D/P İMD.FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,173,2750.0,3630.0,0.0,8682644620305,True,2,/16-24-d-p-imd-fren-korugu-p3776,3776
8121-1,24/24 D/P Disk Fren Körüğü 64 mm,fren-korugu,Fren Körüğü,689,2750.0,3630.0,4.0,8682644620268,True,1,/24-24-d-p-disk-fren-korugu-64-mm-p3772,3772
8120,12/6200 CARGO İMDAT FREN KÖRÜĞÜ,fren-korugu,Fren Körüğü,39,2650.0,3498.0,0.0,(A) B2,True,1,/12-6200-cargo-imdat-fren-korugu-p3770,3770
8111,24/30 D/P KISA MİL KÖRÜK DİSK KÖRÜĞÜ,fren-korugu,Fren Körüğü,304,3025.0,3993.0,0.0,,True,1,/24-30-d-p-kisa-mil-koruk-disk-korugu-p3768,3768
8110,24'lük Servis Fren Körüğü Disk,fren-korugu,Fren Körüğü,778,1100.0,1452.0,0.0,8682644620176-8682644620183-8682644620190,True,1,/24-luk-servis-fren-korugu-disk-p3767,3767
8109,24'LÜK SERVİS FREN KÖRÜĞÜ EKERSAN,fren-korugu,Fren Körüğü,965,1050.0,1386.0,0.0,8682644620022,True,1,/24-luk-servis-fren-korugu-ekersan-p3766,3766
8106,24/24 D/P İMD.FREN KÖRÜĞÜ M16,fren-korugu,Fren Körüğü,413,2750.0,3630.0,0.0,,True,1,/24-24-d-p-imd-fren-korugu-m16-p3764,3764
8105,30/24 D/P İMD.FREN KÖRÜĞÜ M22,fren-korugu,Fren Körüğü,243,2850.0,3762.0,0.0,8682644620367,True,1,/30-24-d-p-imd-fren-korugu-m22-p3763,3763
8104-1,30/30 D/P İMDATLI FREN KÖRÜĞÜ DİSK,fren-korugu,Fren Körüğü,2,3025.0,3993.0,0.0,,True,1,/30-30-d-p-imdatli-fren-korugu-disk-p3762,3762
8104,30/30 D/P İMD.FREN KÖRÜĞÜ EKERSAN,fren-korugu,Fren Körüğü,1474,2850.0,3762.0,0.0,,True,1,/30-30-d-p-imd-fren-korugu-ekersan-p3761,3761
8103,24/30 D/D İMD.FREN KÖRÜĞÜ EKERSAN,fren-korugu,Fren Körüğü,747,2300.0,3036.0,0.0,8682644620435,True,2,/24-30-d-d-imd-fren-korugu-ekersan-p3760,3760
8101,30/30 D/D İMD.FREN KÖRÜĞÜ EKERSAN,fren-korugu,Fren Körüğü,330,2300.0,3036.0,0.0,,True,2,/30-30-d-d-imd-fren-korugu-ekersan-p3759,3759
70.02020,DORSE PORYA KAPAK M152.00X2.50 SMB-FRUEHAUF,porya,Porya,35,300.0,396.0,0.0,,True,3,/dorse-porya-kapak-m152-00x2-50-smb-fruehauf-p3367,3367
8122-1,"16/24 D/P DİSK FREN KÖRÜĞÜ 22*1,5 BOY:64 MM",fren-korugu,Fren Körüğü,773,2750.0,3630.0,6.0,8682644620299,True,2,/16-24-d-p-disk-fren-korugu-22-1-5-boy-64-mm-p2858,2858
429002,Perno Tapası 40x12 mm,perno,Perno,103,17.0,22.44,0.0,,True,1,/perno-tapasi-40x12-mm-p2818,2818
427120,Kaliper Perno Tamir Takımı,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,264,745.0,983.4,0.0,3434386100,True,1,/kaliper-perno-tamir-takimi-p2781,2781
426124,Kaliper Mekanizmalı Kapak,kaliper-kapak-conta,Kaliper Kapak/Conta,5,570.0,752.4,0.0,,True,1,/kaliper-mekanizmali-kapak-p2749,2749
426123,Kaliper Perno Tamir Takımı,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,651,950.0,1254.0,0.0,,True,1,/kaliper-perno-tamir-takimi-p2748,2748
425299,KÖRÜK BOĞAZ SOMUNU (UZUN) (112 U),suspansiyon-korugu,Süspansiyon Körüğü,10,550.0,726.0,0.0,,True,1,/koruk-bogaz-somunu-uzun-112-u-p2689,2689
425298,KÖRÜK BOĞAZ SOMUNU (KISA),suspansiyon-korugu,Süspansiyon Körüğü,18,475.0,627.0,0.0,,True,4,/koruk-bogaz-somunu-kisa-p2688,2688
425268,AYAR MEKANİZMASI (522 SET),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,3,1485.0,1960.2,0.0,,True,1,/ayar-mekanizmasi-522-set-p2670,2670
425245,Ø 410 DUBLEX GRUBU TOZ LASTİĞİ (SİLİKON) İVECO 902,kaliper-toz-lastigi,Kaliper Toz Lastiği,24,85.0,112.2,0.0,,True,2,/o-410-dublex-grubu-toz-lastigi-silikon-iveco-902-p2648,2648
425224,522 TOZ LASTİĞİ (SİLİKON),kaliper-toz-lastigi,Kaliper Toz Lastiği,25,125.0,165.0,0.0,,True,1,/522-toz-lastigi-silikon-p2627,2627
425101,Fren Ayar Mekanizması (Sağ),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,77,535.0,706.2,0.0,5001868118 - 3097100 - 272908 - 8550978,True,3,/fren-ayar-mekanizmasi-sag-p2566,2566
425100,Fren Ayar Mekanizması (Sol),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,114,535.0,706.2,0.0,5001868117 - 3097099 - 272909 - 8550978,True,4,/fren-ayar-mekanizmasi-sol-p2565,2565
422158,Kaliper Ayar Mekanizma Seti (Uzun),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,139,945.0,1247.4,0.0,,True,1,/kaliper-ayar-mekanizma-seti-uzun-p2206,2206
422152,Kaliper Ayar Mekanizma Seti (Pimli - Kısa),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,49,945.0,1247.4,0.0,,True,3,/kaliper-ayar-mekanizma-seti-pimli-kisa-p2200,2200
422121,Kaliper Balata Tutucusu,fren-balatasi,Fren Balatası,4,405.0,534.6,0.0,,True,1,/kaliper-balata-tutucusu-p2169,2169
422120,KALİPER BALATA TUTUCUSU PİMLİ (SOL),fren-balatasi,Fren Balatası,6,405.0,534.6,0.0,,True,3,/kaliper-balata-tutucusu-pimli-sol-p2168,2168
422119,Kaliper Kapak Conta Seti,kaliper-kapak-conta,Kaliper Kapak/Conta,3,205.0,270.6,0.0,,True,1,/kaliper-kapak-conta-seti-p2167,2167
422115,Kaliper Masura Bilya Yatağı,kaliper-tamir-takimi,Kaliper Tamir Takımı,76,535.0,706.2,0.0,,True,1,/kaliper-masura-bilya-yatagi-p2163,2163
421236,KLİPER AYAR CİVATASI (AXOR YM 3 YİVLİ CİVATA),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1182,120.0,158.4,0.0,(A) B3,True,1,/kliper-ayar-civatasi-axor-ym-3-yivli-civata-p2087,2087
421235,Kaliper Toz Lastiği Tamir Takımı (Ø 69 mm - 54 mm),kaliper-toz-lastigi,Kaliper Toz Lastiği,6,280.0,369.6,0.0,,True,2,/kaliper-toz-lastigi-tamir-takimi-o-69-mm-54-mm-p2086,2086
421225,Kaliper Masura Bilya Yatağı,kaliper-tamir-takimi,Kaliper Tamir Takımı,194,565.0,745.8,0.0,,True,1,/kaliper-masura-bilya-yatagi-p2076,2076
421202,Kaliper Tapa Seti,kaliper,Kaliper,20,270.0,356.4,0.0,,True,1,/kaliper-tapa-seti-p2050,2050
421201,Kaliper Plastik Kapak Sensörlü (2 Kablolu),kaliper-kapak-conta,Kaliper Kapak/Conta,2,495.0,653.4,0.0,,True,1,/kaliper-plastik-kapak-sensorlu-2-kablolu-p2046,2046
421186,Kaliper Masura Bilya Yatağı (0° - 113 mm),kaliper-tamir-takimi,Kaliper Tamir Takımı,24,565.0,745.8,0.0,,True,4,/kaliper-masura-bilya-yatagi-0-113-mm-p2031,2031
421184,Kaliper Masura Bilya Yatağı,kaliper-tamir-takimi,Kaliper Tamir Takımı,48,565.0,745.8,0.0,,True,4,/kaliper-masura-bilya-yatagi-p2029,2029
421181,Kısa Lastikli Burç,burc-muylu,Burç / Muylu,1,115.0,151.8,0.0,,True,4,/kisa-lastikli-burc-p2026,2026
421164,Kaliper Perno Tamir Takımı,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,60,340.0,448.8,0.0,,True,1,/kaliper-perno-tamir-takimi-p2009,2009
421162,Kaliper Körüklü Lastik Takımı,kaliper,Kaliper,105,90.0,118.8,0.0,,True,1,/kaliper-koruklu-lastik-takimi-p2007,2007
421161,Kaliper Perno Tamir Takımı,kaliper-perno-tamir-takimi,Kaliper Perno Tamir Takımı,444,675.0,891.0,0.0,0004204382,True,1,/kaliper-perno-tamir-takimi-p2006,2006
421152,PLASTİK SENSÖR KAPAĞI 2 ÇIKIŞLI,sensor,Sensör,2,495.0,653.4,0.0,,True,1,/plastik-sensor-kapagi-2-cikisli-p1997,1997
421147,Kaliper Masura Bilya Takımı,kaliper-tamir-takimi,Kaliper Tamir Takımı,8,205.0,270.6,0.0,,True,1,/kaliper-masura-bilya-takimi-p1991,1991
421146,Kaliper Masura Bilya Takımı,kaliper-tamir-takimi,Kaliper Tamir Takımı,530,205.0,270.6,0.0,,True,3,/kaliper-masura-bilya-takimi-p1990,1990
421139,Kaliper Mekanizma Zinciri (29 Bakla),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1037,125.0,165.0,0.0,,True,4,/kaliper-mekanizma-zinciri-29-bakla-p1981,1981
421138,Kaliper Ayar Civatası,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,2822,120.0,158.4,0.0,(A) C3,True,3,/kaliper-ayar-civatasi-p1980,1980
421137,Kaliper Kilavuz Pim Takimi,kaliper-kilavuz-pim-takimi,Kaliper Kilavuz Pim Takimi,427,500.0,660.0,0.0,,True,5,/kaliper-durbun-takimi-p1979,1979
421132,Kaliper Kilavuz Pim Takimi,kaliper-kilavuz-pim-takimi,Kaliper Kilavuz Pim Takimi,64,510.0,673.2,0.0,,True,4,/kaliper-durbun-takimi-p1974,1974
421131,Kaliper Kilavuz Pim Takimi,kaliper-kilavuz-pim-takimi,Kaliper Kilavuz Pim Takimi,2,510.0,673.2,0.0,,True,4,/kaliper-durbun-takimi-p1973,1973
421128,Kaliper Mekanizması Bilyalı,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,901,470.0,620.4,0.0,,True,3,/kaliper-mekanizmasi-bilyali-p1970,1970
421127,Kaliper Ayar Mekanizması (Yaylı),kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,493,135.0,178.2,0.0,,True,3,/kaliper-ayar-mekanizmasi-yayli-p1969,1969
421124,Kaliper Masura Bilya Yatağı (0°),kaliper-tamir-takimi,Kaliper Tamir Takımı,1,530.0,699.6,0.0,,True,1,/kaliper-masura-bilya-yatagi-0-p1966,1966
421106,Kaliper Toz Lastiği Tamir Takımı (Ø 74 mm),kaliper-toz-lastigi,Kaliper Toz Lastiği,92,280.0,369.6,0.0,0980102630 - 3434380400 - 0004200682 - 0004203982 - 81508226007 - 81508226022 - 81508226032 - 1743421 - 1746824 - 1756389,True,1,/kaliper-toz-lastigi-tamir-takimi-o-74-mm-p1947,1947
421101,Kaliper Toz Lastiği Tamir Takımı (Ø 69 mm),kaliper-toz-lastigi,Kaliper Toz Lastiği,150,255.0,336.6,0.0,,True,1,/kaliper-toz-lastigi-tamir-takimi-o-69-mm-p1940,1940
421100,Kaliper Toz Lastiği Tamir Takımı (Ø 69 mm),kaliper-toz-lastigi,Kaliper Toz Lastiği,1061,280.0,369.6,0.0,42541413 - 0004202382 - 0004204082 - 0004204282 - 81508226020 - 81508226031 - 3434381400 - 1622785 - 1689313,True,4,/kaliper-toz-lastigi-tamir-takimi-o-69-mm-p1939,1939
42313/2-300,Disk Balatası,fren-balatasi,Fren Balatası,32,1620.0,2138.4,0.0,29246,True,1,/disk-balatasi-p1560,1560
30-3694,MAXX 22 SENSÖRLÜ KAPAK,kaliper-kapak-conta,Kaliper Kapak/Conta,6,1350.0,1782.0,0.0,"640 322 928 2, 81.50822.6040",True,1,/maxx-22-sensorlu-kapak-p1502,1502
30-3684,MAXX22 RULMAN TK,kaliper-tamir-takimi-maxx22,Kaliper Tamir Takımı (Maxx22),4,475.0,627.0,0.0,,True,1,/maxx22-rulman-tk-p1500,1500
30-3579,KALİPER AYAR MEKANİZMASI,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,7,1600.0,2112.0,0.0,,True,1,/kaliper-ayar-mekanizmasi-p1498,1498
30-3530,PAN17 BALATA İTİCİ PLEYT SAĞ (YARGILI),fren-balatasi,Fren Balatası,34,750.0,990.0,0.0,,True,1,/pan17-balata-itici-pleyt-sag-yargili-p1493,1493
30-3510,KALİPER MASURA RULMAN YATAĞI,kaliper-tamir-takimi,Kaliper Tamir Takımı,7,795.0,1049.4,0.0,,True,1,/kaliper-masura-rulman-yatagi-p1492,1492
42242/1-290,Disk Balatası (29125),fren-balatasi,Fren Balatası,8,1500.0,1980.0,0.0,29125,True,1,/disk-balatasi-29125-p1419,1419
42232/2-290,Disk Balatası (29159),fren-balatasi,Fren Balatası,138,1440.0,1900.8,0.0,"29159 , 29126",True,1,/disk-balatasi-29159-p1403,1403
42200/7-290,Disk Balatası,fren-balatasi,Fren Balatası,166,1440.0,1900.8,0.0,29165 - 29215,True,1,/disk-balatasi-p1366,1366
20-2601,KALİPER MEKANİZMA DİŞLİ VE KAP,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,4,3950.0,5214.0,0.0,,True,1,/kaliper-mekanizma-disli-ve-kap-p1361,1361
20-2487,ELSA2 RULMAN YATAĞI 123MM,kaliper-tamir-takimi,Kaliper Tamir Takımı,3,1335.0,1762.2,0.0,,True,1,/elsa2-rulman-yatagi-123mm-p1348,1348
20-2471,DUCO AYAR MEKANİZMASI SOL,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,8,1444.32,1906.5,0.0,"MCK1111, 3092265, SJ4102",True,1,/duco-ayar-mekanizmasi-sol-p1347,1347
20-2470,DUCO AYAR MEKANİZMASI SAĞ,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,4,1444.32,1906.5,0.0,"MCK1112, 3092266, SJ4103",True,1,/duco-ayar-mekanizmasi-sag-p1346,1346
42182/6-300,Disk Balatası (29167),fren-balatasi,Fren Balatası,74,1560.0,2059.2,0.0,29167-29216-29270,True,1,/disk-balatasi-29167-p1305,1305
42117/1-250,Disk Balatası 29011,fren-balatasi,Fren Balatası,65,1560.0,2059.2,0.0,29011,True,1,/disk-balatasi-29011-p1206,1206
1000 820,8/20 Aliminyum Perçin,percin,Perçin,495,450.0,594.0,0.0,(A) C4,True,3,/8-20-aliminyum-percin-p1114,1114
1000 817,8*17 ALUMİNYUM PERÇİN,percin,Perçin,121,450.0,594.0,0.0,(A) D4,True,3,/8-17-aluminyum-percin-p1112,1112
1000 617,6*17 ALUMİNYUM PERÇİN,percin,Perçin,44,450.0,594.0,0.0,(A) D4,True,3,/6-17-aluminyum-percin-p1106,1106
10-1403,SN6SK7SL7SM7 PİSTON KAPAĞI SOMUNLU,kaliper-tamir-takimi-wabco,Kaliper Tamir Takımı (Wabco),40,345.0,455.4,0.0,,True,1,/sn6sk7sl7sm7-piston-kapagi-somunlu-p992,992
10-1400,KALİPER KAPAĞI,kaliper-kapak-conta,Kaliper Kapak/Conta,6,295.0,389.4,0.0,,True,1,/kaliper-kapagi-p991,991
10-1320,KALİPER MİL-KEÇE TM.TK.,kaliper-tamir-takimi,Kaliper Tamir Takımı,9,1086.2064,1433.79,0.0,"K001915, K048389K50, K099604K50, 0004204682, 81508226019, 81508226034, 81508226037, 1477675, 1527631, 2121646, 1639100, 1847716,",True,1,/kaliper-mil-kece-tm-tk-p990,990
10-1299,KALİPER TAMİR TAKIMI,kaliper,Kaliper,16,1850.0,2442.0,0.0,,True,1,/kaliper-tamir-takimi-p986,986
10-1277,KALİPER MASURA BİLYA YATAĞI,kaliper-tamir-takimi,Kaliper Tamir Takımı,3,798.0,1053.36,0.0,,True,1,/kaliper-masura-bilya-yatagi-p982,982
10-1260,SB6-7 SN6-7 SK7 BALATA TUTUCU,fren-balatasi,Fren Balatası,14,180.0,237.6,0.0,"K000133, II19712004, II30679004, 0004202582, 13C3305630AA",True,1,/sb6-7-sn6-7-sk7-balata-tutucu-p976,976
10-1242,LASTİK,lastik,Lastik,20,101.0,133.32,0.0,,True,1,/lastik-p975,975
10-1154,AYAR TAŞIYICI,kaliper-ayar-mekanizmasi,Kaliper Ayar Mekanizması,1,750.0,990.0,0.0,,True,1,/ayar-tasiyici-p969,969
10-1152,KALİPER KÖPRÜ BAĞLANTISI,kaliper,Kaliper,2,810.0,1069.2,0.0,,True,1,/kaliper-kopru-baglantisi-p967,967
10-1151,KALİPER KÖPRÜ BAĞLANTISI,kaliper,Kaliper,9,810.0,1069.2,0.0,CKSK.17.1,True,1,/kaliper-kopru-baglantisi-p966,966
10-1134,SN5 KALİPER TAPASI,kaliper,Kaliper,10,475.0,627.0,0.0,,True,1,/sn5-kaliper-tapasi-p959,959
10-1093,SB6-7 SENSÖRLÜ 3 KABLOLU KAPAK,kaliper-tamir-takimi-wabco,Kaliper Tamir Takımı (Wabco),5,900.0,1188.0,0.0,,True,1,/sb6-7-sensorlu-3-kablolu-kapak-p956,956
10-1080,SB5-6-7 SN6-7 AYAR CİVATASI,kaliper-tamir-takimi-wabco,Kaliper Tamir Takımı (Wabco),1,175.0,231.0,0.0,,True,1,/sb5-6-7-sn6-7-ayar-civatasi-p953,953
10-1050,SN6-SN7-SK7 ÇİFT TIRNAKLI RULMAN,kaliper-tamir-takimi-wabco,Kaliper Tamir Takımı (Wabco),1,305.0,402.6,0.0,,True,1,/sn6-sn7-sk7-cift-tirnakli-rulman-p947,947
EYD.075099,SAF DORSE PORYA KAPAK (PLASTİK BÜYÜK),porya,Porya,1583,190.0,250.8,0.0,,True,3,/saf-dorse-porya-kapak-plastik-buyuk-p861,861
EYD.075074,SAF DORSE PORYA KAPAK (PLASTİK KÜÇÜK),porya,Porya,12,190.0,250.8,0.0,,True,2,/saf-dorse-porya-kapak-plastik-kucuk-p860,860
EYD.0170064,BPW PORYA KAPAĞI İÇTEN YİVLİ BÜYÜK,porya,Porya,11,400.0,528.0,0.0,,True,3,/bpw-porya-kapagi-icten-yivli-buyuk-p206,206
