"id","slug","name","sku","oem","brand","category","group","stock","price","seoUrl"
"571","arfesan-30-luk-fren-korugu-arf-30-sfk-ekersan","ARFESAN 30 LUK FREN KÖRÜĞÜ","ARF 30 SFK","01.63.00.125","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","99","1980","https://frenciniz.com/urun/571/arfesan-30-luk-fren-korugu-arf-30-sfk-ekersan"
"572","arfesan-24x30-d-d-imdatli-fren-korugu-arf-24-30-d-d-ekersan","ARFESAN 24X30 D/D İMDATLI FREN KÖRÜĞÜ","ARF 24/30 D/D","03.19.00.160","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","80","2970","https://frenciniz.com/urun/572/arfesan-24x30-d-d-imdatli-fren-korugu-arf-24-30-d-d-ekersan"
"573","arfesan-30x30-d-d-imdatli-fren-korugu-arf-30-30-d-d-ekersan","ARFESAN 30X30 D/D İMDATLI FREN KÖRÜĞÜ","ARF 30/30 D/D","03.24.00.89","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","56","2970","https://frenciniz.com/urun/573/arfesan-30x30-d-d-imdatli-fren-korugu-arf-30-30-d-d-ekersan"
"574","ebs-park-butonu-rekorlu-9710029120-303-16-0006-ekersan","EBS PARK BUTONU REKORLU 9710029120","303.16.0006","","Ekersan","EBS Modülatör","SENSÖR VE UZATMALAR","2","113.65","https://frenciniz.com/urun/574/ebs-park-butonu-rekorlu-9710029120-303-16-0006-ekersan"
"575","kaliper-plastik-tapa-takimi-427141-ekersan","Kaliper Plastik Tapa Takımı","427141","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","79","231","https://frenciniz.com/urun/575/kaliper-plastik-tapa-takimi-427141-ekersan"
"576","pan-19-1-22-1-sf-axle-set-sol-fx-3040-ekersan","PAN-19-1 22-1 SF AXLE SET SOL","FX-3040","","Ekersan","Kaliper Tamir Takımı (PAN)","KALİPER ÜRÜNLERİ","1","5674.68","https://frenciniz.com/urun/576/pan-19-1-22-1-sf-axle-set-sol-fx-3040-ekersan"
"577","pan-19-1-22-1-sf-axle-set-sag-fx-3030-ekersan","PAN-19-1 22-1 SF AXLE SET SAĞ","FX-3030","","Ekersan","Kaliper Tamir Takımı (PAN)","KALİPER ÜRÜNLERİ","1","5674.68","https://frenciniz.com/urun/577/pan-19-1-22-1-sf-axle-set-sag-fx-3030-ekersan"
"578","renault-kerax-6x4-santiye-cerli-kampanali-cekici-porya-esp-13-09-ekersan","RENAULT KERAX 6x4 (ŞANTİYE) CERLİ KAMPANALI ÇEKİCİ PORYA","ESP.13.09","7420517167, 5001861915, 1026661","Ekersan","Porya","PORYA","2","7590","https://frenciniz.com/urun/578/renault-kerax-6x4-santiye-cerli-kampanali-cekici-porya-esp-13-09-ekersan"
"579","kaliper-semeri-kizak-10511-ekersan","KALİPER SEMERİ","KIZAK 10511","K004679 , 0130388550","Ekersan","Kızak","KALİPER ÜRÜNLERİ","1","3960","https://frenciniz.com/urun/579/kaliper-semeri-kizak-10511-ekersan"
"580","kaliper-semeri-volvo-fh-12-kizak-30512-ekersan","KALİPER SEMERİ VOLVO FH 12","KIZAK 30512","MCK1319","Ekersan","Kızak","KALİPER ÜRÜNLERİ","2","3960","https://frenciniz.com/urun/580/kaliper-semeri-volvo-fh-12-kizak-30512-ekersan"
"581","kaliper-kizak-scania-kizak-10509-ekersan","KALİPER KIZAK SCANIA","KIZAK 10509","K010765 , 1756388","Ekersan","Kızak","KALİPER ÜRÜNLERİ","4","3960","https://frenciniz.com/urun/581/kaliper-kizak-scania-kizak-10509-ekersan"
"582","kaliper-kizak-volvo-duco-22-5-kizak-30500-ekersan","KALİPER KIZAK VOLVO DUCO 22/5","KIZAK 30500","68323539","Ekersan","Kızak","KALİPER ÜRÜNLERİ","2","3960","https://frenciniz.com/urun/582/kaliper-kizak-volvo-duco-22-5-kizak-30500-ekersan"
"583","tip-24-disk-servis-fren-korugu-sol-bk-05-0024-ekersan","TİP 24 DİSK SERVİS FREN KÖRÜĞÜ SOL","BK 05 0024","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","3","1650","https://frenciniz.com/urun/583/tip-24-disk-servis-fren-korugu-sol-bk-05-0024-ekersan"
"584","kaliper-tamir-takimi-komple-pimli-426147-ekersan","Kaliper Tamir Takımı Komple (Pimli)","426147","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","5","3762","https://frenciniz.com/urun/584/kaliper-tamir-takimi-komple-pimli-426147-ekersan"
"585","knor-simits-dorse-tasiyici-kizak-kizak-10517-ekersan","KNOR SİMITS DORSE TAŞIYICI KIZAK","KIZAK 10517","K007475 ,","Ekersan","Kızak","KALİPER ÜRÜNLERİ","1","3960","https://frenciniz.com/urun/585/knor-simits-dorse-tasiyici-kizak-kizak-10517-ekersan"
"586","knor-tga-man-tasiyici-kizak-on-arka-ayni-kizak-10512-ekersan","KNOR TGA MAN TAŞIYICI KIZAK (ÖN-ARKA AYNI)","KIZAK 10512","K001278","Ekersan","Kızak","KALİPER ÜRÜNLERİ","10","3960","https://frenciniz.com/urun/586/knor-tga-man-tasiyici-kizak-on-arka-ayni-kizak-10512-ekersan"
"587","axor-mersedes-yeni-model-arka-tasiyici-kizak-29244-balata-kizak-10504-ekersan","AXOR MERSEDES YENİ MODEL ARKA TAŞIYICI KIZAK 29244 BALATA","KIZAK 10504","0004231006 , K052379K50","Ekersan","Kızak","KALİPER ÜRÜNLERİ","22","3960","https://frenciniz.com/urun/587/axor-mersedes-yeni-model-arka-tasiyici-kizak-29244-balata-kizak-10504-ekersan"
"588","knorr-dorse-bpw-kizak-3-delik-29167-balata-kizak-10518-ekersan","KNORR DORSE BPW KIZAK 3 DELİK 29167 BALATA","KIZAK 10518","K004680, 2379696","Ekersan","Kızak","KALİPER ÜRÜNLERİ","3","3960","https://frenciniz.com/urun/588/knorr-dorse-bpw-kizak-3-delik-29167-balata-kizak-10518-ekersan"
"589","saf-dorse-knorr-2-delik-kizak-29171-balata-kizak-10510-ekersan","SAF DORSE KNORR 2 DELİK KIZAK 29171 BALATA","KIZAK 10510","K015308","Ekersan","Kızak","KALİPER ÜRÜNLERİ","4","3960","https://frenciniz.com/urun/589/saf-dorse-knorr-2-delik-kizak-29171-balata-kizak-10510-ekersan"
"590","saf-dorse-yeni-model-kizak-kizak-40501-ekersan","SAF DORSE YENİ MODEL KIZAK","KIZAK 40501","94618 , 94619","Ekersan","Kızak","KALİPER ÜRÜNLERİ","4","3960","https://frenciniz.com/urun/590/saf-dorse-yeni-model-kizak-kizak-40501-ekersan"
"591","mersedes-axor-on-kizak-29167-balata-kizak-10502-ekersan","MERSEDES AXOR ÖN KIZAK 29167 BALATA","KIZAK 10502","K000026, Z007541, 2121591","Ekersan","Kızak","KALİPER ÜRÜNLERİ","4","3960","https://frenciniz.com/urun/591/mersedes-axor-on-kizak-29167-balata-kizak-10502-ekersan"
"592","kaliper-kapak-sac-10-1089-ekersan","KALİPER KAPAK SAC","10-1089","","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","15","546.48","https://frenciniz.com/urun/592/kaliper-kapak-sac-10-1089-ekersan"
"593","frencoo-pan19-2-piston-ve-perno-tm-tk-tam-30-3610-ekersan","FRENCOO PAN19-2 PİSTON VE PERNO TM TK TAM","30-3610","12 999 746, 5001.858.722","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","5","1987.92","https://frenciniz.com/urun/593/frencoo-pan19-2-piston-ve-perno-tm-tk-tam-30-3610-ekersan"
"594","disk-balatasi-29403-pwr-5042-ekersan","DİSK BALATASI 29403","PWR-5042","29403","Ekersan","Fren Balatası","BALATA","12","3292.48","https://frenciniz.com/urun/594/disk-balatasi-29403-pwr-5042-ekersan"
"595","tip-24-servis-fren-korugu-kelepceli-bk-01-0024-ekersan","TİP 24 SERVİS FREN KÖRÜĞÜ KELEPÇELİ","BK 01 0024","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","6","1650","https://frenciniz.com/urun/595/tip-24-servis-fren-korugu-kelepceli-bk-01-0024-ekersan"
"596","125-152-4-15-nbr-arka-teker-porya-kecesi-cdf-88149-ekersan","125*152,4*15 NBR ARKA TEKER PORYA KEÇESİ","CDF-88149","","Ekersan","Porya","PORYA","332","4.92","https://frenciniz.com/urun/596/125-152-4-15-nbr-arka-teker-porya-kecesi-cdf-88149-ekersan"
"597","frencoo-kaliper-mil-kece-tm-tk-20-2380-ekersan","FRENCOO KALİPER MİL KEÇE TM.TK.","20-2380","MCK1118, 85102092","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","4","1878.36","https://frenciniz.com/urun/597/frencoo-kaliper-mil-kece-tm-tk-20-2380-ekersan"
"598","kaliper-tamir-takimi-kasikli-set-tablali-426144-1-ekersan","KALİPER TAMİR TAKIMI KAŞIKLI SET (TABLALI)","426144-1","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","143","4382.4","https://frenciniz.com/urun/598/kaliper-tamir-takimi-kasikli-set-tablali-426144-1-ekersan"
"599","b-v-set-komple-fx-5010-ekersan","B.V SET KOMPLE","FX-5010","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","1","8512.68","https://frenciniz.com/urun/599/b-v-set-komple-fx-5010-ekersan"
"600","ebs-uzatma-sensoru-knorr-4-mt-ef-0278324000-ekersan","EBS UZATMA SENSÖRÜ KNORR  4 MT","EF-0278324000","","Ekersan","EBS Modülatör","SENSÖR VE UZATMALAR","105","653.4","https://frenciniz.com/urun/600/ebs-uzatma-sensoru-knorr-4-mt-ef-0278324000-ekersan"
"601","scania-y-m-ceker-on-suspansiyon-koruk-lastik-424930-s-ekersan","SCANIA Y.M.ÇEKER ÖN SÜSPANSİYON KÖRÜK LASTİK","424930.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","48","1914","https://frenciniz.com/urun/601/scania-y-m-ceker-on-suspansiyon-koruk-lastik-424930-s-ekersan"
"602","scania-y-m-cekeci-suspansiyon-koruk-lastik-424933-s-ekersan","SCANIA Y.M. ÇEKECİ SÜSPANSİYON KÖRÜK LASTİK","424933.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","48","2112","https://frenciniz.com/urun/602/scania-y-m-cekeci-suspansiyon-koruk-lastik-424933-s-ekersan"
"603","scania-y-m-ceker-arka-424933-c-ekersan","SCANIA Y.M (ÇEKER ARKA)","424933.C","2617887 , 1434933 , 1434933","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","43","3828","https://frenciniz.com/urun/603/scania-y-m-ceker-arka-424933-c-ekersan"
"604","scania-y-m-ceker-on-424930-cp-ekersan","SCANİA Y.M (ÇEKER ÖN)","424930.CP","1434930 , 1932592 ,2617884","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","48","2640","https://frenciniz.com/urun/604/scania-y-m-ceker-on-424930-cp-ekersan"
"605","frencoo-maxx22t-rulman-yatagi-30-3790-ekersan","FRENCOO MAXX22T RULMAN YATAĞI","30-3790","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","5","1726.56","https://frenciniz.com/urun/605/frencoo-maxx22t-rulman-yatagi-30-3790-ekersan"
"606","frenco-kaliper-tamir-takimi-fx-3080-ekersan","FRENCO KALİPER TAMİR TAKIMI","FX-3080","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","1","8403.12","https://frenciniz.com/urun/606/frenco-kaliper-tamir-takimi-fx-3080-ekersan"
"607","frenco-maxx-22-set-man-tgx-tgs-tamir-takimi-fx-3050-ekersan","FRENCO MAXX 22 SET MAN TGX TGS TAMİR TAKIMI","FX-3050","","Ekersan","Kaliper Tamir Takımı (Maxx22)","KALİPER ÜRÜNLERİ","1","8403.12","https://frenciniz.com/urun/607/frenco-maxx-22-set-man-tgx-tgs-tamir-takimi-fx-3050-ekersan"
"608","komple-koruk-metal-piston-volvo-fh-fm-fl-426420-c-ekersan","Komple Körük Metal Piston Volvo FH FM FL","426420.C","1076420 , 20582213 ,21961448","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","5","2706","https://frenciniz.com/urun/608/komple-koruk-metal-piston-volvo-fh-fm-fl-426420-c-ekersan"
"609","man-tga-424884-c-ekersan","Man Tga","424884.C","81436006035 , 81436006055","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","70","3168","https://frenciniz.com/urun/609/man-tga-424884-c-ekersan"
"610","man-tga-424882-c-ekersan","Man Tga","424882.C","0542941010 , 81436016065 , 81436006036","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","106","3102","https://frenciniz.com/urun/610/man-tga-424882-c-ekersan"
"611","volvo-fh-424718-c-ekersan","Volvo FH","424718.C","20554759 , 1075363 , MLF7145","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","36","2706","https://frenciniz.com/urun/611/volvo-fh-424718-c-ekersan"
"612","volvo-komple-pistonlu-koruk-424713-c-ekersan","VOLVO KOMPLE PİSTONLU KÖRÜK","424713.C","20554755 , MLF7098 , MLF7098","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","139","3036","https://frenciniz.com/urun/612/volvo-komple-pistonlu-koruk-424713-c-ekersan"
"613","fruehauf-424156-c-ekersan","Fruehauf","424156.C","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","34","3036","https://frenciniz.com/urun/613/fruehauf-424156-c-ekersan"
"614","volvo-426420-s-ekersan","Volvo","426420.S","20582213S , 21961448S","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","11","1716","https://frenciniz.com/urun/614/volvo-426420-s-ekersan"
"615","man-tga-424884-s02-ekersan","Man Tga","424884.S02","81436006055 , 81436010174","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","134","2019.6","https://frenciniz.com/urun/615/man-tga-424884-s02-ekersan"
"616","bpw-daf-tirsan-yeni-kisa-424881-s-ekersan","Bpw / Daf-Tırsan Yeni KISA","424881.S","0542941010","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","97","2145","https://frenciniz.com/urun/616/bpw-daf-tirsan-yeni-kisa-424881-s-ekersan"
"617","smb-fruehauf-koruk-lastik-424159-s-ekersan","Smb / Fruehauf KÖRÜK LASTİK","424159.S","MLF7015","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","70","2112","https://frenciniz.com/urun/617/smb-fruehauf-koruk-lastik-424159-s-ekersan"
"618","frencoo-tgs-kaliper-tm-tk-full-set-fx-3120-ekersan","FRENCOO TGS KALİPER TM TK FULL SET","FX-3120","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","2","8403.12","https://frenciniz.com/urun/618/frencoo-tgs-kaliper-tm-tk-full-set-fx-3120-ekersan"
"619","frencoo-man-tgs-kaliper-tm-tk-set-fx-3110-ekersan","FRENCOO MAN TGS KALİPER TM.TK.SET","FX-3110","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","2","8403.12","https://frenciniz.com/urun/619/frencoo-man-tgs-kaliper-tm-tk-set-fx-3110-ekersan"
"620","baykar-16-24-d-p-disk-imdat-fren-korugu-sol-bk-04-1624-ekersan","BAYKAR 16/24 D/P DİSK İMDAT FREN KÖRÜĞÜ SOL","BK 04 1624","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","3","5940","https://frenciniz.com/urun/620/baykar-16-24-d-p-disk-imdat-fren-korugu-sol-bk-04-1624-ekersan"
"621","baykar-16-24-d-p-disk-imdat-fren-koruk-kisa-sol-bk-12-1624-ekersan","BAYKAR 16/24 D/P DİSK İMDAT FREN KÖRÜK KISA (SOL)","BK 12 1624","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1","5940","https://frenciniz.com/urun/621/baykar-16-24-d-p-disk-imdat-fren-koruk-kisa-sol-bk-12-1624-ekersan"
"622","bpw-tipi-ceneli-pabuc-18-cm-takviyeli-eyd-80-24-1-ekersan","BPW TİPİ ÇENELİ PABUÇ 18 CM TAKVİYELİ","EYD 80 24-1","","Ekersan","Fren Pabucu","FREN PABUÇLARI","1","1287","https://frenciniz.com/urun/622/bpw-tipi-ceneli-pabuc-18-cm-takviyeli-eyd-80-24-1-ekersan"
"623","20-nolu-koruk-lastigi-derin-eyd-100-67-ekersan","20 Nolu Körük Lastiği Derin","EYD 100 67","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","722","156.42","https://frenciniz.com/urun/623/20-nolu-koruk-lastigi-derin-eyd-100-67-ekersan"
"624","20-nolu-koruk-lastigi-eyd-100-61-ekersan","20 Nolu Körük Lastiği","EYD 100 61","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","440","144.21","https://frenciniz.com/urun/624/20-nolu-koruk-lastigi-eyd-100-61-ekersan"
"625","16-nolu-koruk-lastigi-derin-eyd-100-66-ekersan","16 Nolu Körük Lastiği Derin","EYD 100 66","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","597","144.21","https://frenciniz.com/urun/625/16-nolu-koruk-lastigi-derin-eyd-100-66-ekersan"
"626","maxx-22t-set-left-fx-3095-ekersan","MAXX 22T SET (LEFT)","FX-3095","","Ekersan","Kaliper Tamir Takımı (Maxx22)","KALİPER ÜRÜNLERİ","2","7638.84","https://frenciniz.com/urun/626/maxx-22t-set-left-fx-3095-ekersan"
"627","frenco-12-180-tgl-man-kaliper-set-fx-1021-ekersan","FRENCO 12-180 TGL MAN KALİPER SET","FX-1021","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","2","6547.2","https://frenciniz.com/urun/627/frenco-12-180-tgl-man-kaliper-set-fx-1021-ekersan"
"628","24-nolu-koruk-lastigi-eyd-100-39-ekersan","24 Nolu Körük Lastiği","EYD 100 39","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","283","150.48","https://frenciniz.com/urun/628/24-nolu-koruk-lastigi-eyd-100-39-ekersan"
"629","24-nolu-koruk-lastigi-derin-eyd-100-62-ekersan","24 Nolu Körük Lastiği Derin","EYD 100 62","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","66","170.28","https://frenciniz.com/urun/629/24-nolu-koruk-lastigi-derin-eyd-100-62-ekersan"
"630","susp-koruk-komple-4-saplamali-42810-c1-ekersan","SÜSP.KÖRÜK KOMPLE 4 SAPLAMALI","42810.C1","016010","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","7","3168","https://frenciniz.com/urun/630/susp-koruk-komple-4-saplamali-42810-c1-ekersan"
"631","lastik-bmc-koruk-42722-s-ekersan","LASTİK BMC KÖRÜK","42722.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","28","2112","https://frenciniz.com/urun/631/lastik-bmc-koruk-42722-s-ekersan"
"632","susp-koruk-lastik-4-saplamali-42810-s1-ekersan","SÜSP.KÖRÜK LASTİK 4 SAPLAMALI","42810.S1","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","92","1914","https://frenciniz.com/urun/632/susp-koruk-lastik-4-saplamali-42810-s1-ekersan"
"633","komple-koruk-plastik-piston-426318-cp-ekersan","Komple Körük Plastik Piston","426318.CP","US06318F , 550025981, 016512 , 1244666","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","46","2706","https://frenciniz.com/urun/633/komple-koruk-plastik-piston-426318-cp-ekersan"
"634","masura-bilya-yatagi-tamir-takimi-50-5276-ekersan","Masura Bilya Yatağı Tamir Takımı","50-5276","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","4","1529.88","https://frenciniz.com/urun/634/masura-bilya-yatagi-tamir-takimi-50-5276-ekersan"
"635","frenco-masura-rulman-yatagi-30-3697-ekersan","FRENCO MASURA RULMAN YATAĞI","30-3697","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","4","1638.12","https://frenciniz.com/urun/635/frenco-masura-rulman-yatagi-30-3697-ekersan"
"636","frenco-kaliper-tamir-takimi-30-3750-ekersan","FRENCO KALİPER TAMİR TAKIMI","30-3750","640 222 928 2","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","10","1878.36","https://frenciniz.com/urun/636/frenco-kaliper-tamir-takimi-30-3750-ekersan"
"637","pistonsuz-koruk-mercedes-actros-axor-atego-arocs-424390-s1-ekersan","Pistonsuz Körük Mercedes Actros Axor Atego Arocs","424390.S1","9423280001","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","127","1683","https://frenciniz.com/urun/637/pistonsuz-koruk-mercedes-actros-axor-atego-arocs-424390-s1-ekersan"
"638","frencoo-kaliper-tamir-takimi-fx-2050-ekersan","FRENCOO KALİPER TAMİR TAKIMI","FX-2050","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","4","8948.28","https://frenciniz.com/urun/638/frencoo-kaliper-tamir-takimi-fx-2050-ekersan"
"639","frenco-kaliper-tm-tk-fx-2010-ekersan","FRENCO KALİPER TM.TK.","FX-2010","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","1","8948.28","https://frenciniz.com/urun/639/frenco-kaliper-tm-tk-fx-2010-ekersan"
"640","pwr-disk-balata-scania-y-m-wav-29331-pwr-5041-ekersan","PWR DİSK BALATA SCANIA Y.M. (WAV 29331)","PWR-5041","29331","Ekersan","Fren Balatası","BALATA","10","2473.68","https://frenciniz.com/urun/640/pwr-disk-balata-scania-y-m-wav-29331-pwr-5041-ekersan"
"641","disk-balatasi-29195-42322-1-300-ekersan","Disk Balatası (29195)","42322/1-300","29175 - 29195","Ekersan","Fren Balatası","BALATA","204","2059.2","https://frenciniz.com/urun/641/disk-balatasi-29195-42322-1-300-ekersan"
"642","frencoo-duco-toz-lastigi-tk-20-2420-ekersan","FRENCOO DUCO TOZ LASTİĞİ TK","20-2420","MCK1139, 1487339, 85107913","Ekersan","Kaliper Toz Lastiği","KALİPER ÜRÜNLERİ","10","286.44","https://frenciniz.com/urun/642/frencoo-duco-toz-lastigi-tk-20-2420-ekersan"
"643","mercedes-pabuc-makarasi-eyd-206-14-ekersan","Mercedes Pabuç Makarası","EYD 206 14","","Ekersan","Fren Pabucu","FREN PABUÇLARI","190","231","https://frenciniz.com/urun/643/mercedes-pabuc-makarasi-eyd-206-14-ekersan"
"644","fren-pabucu-mercedes-22cm-eyd-206-08-ekersan","Fren Pabucu - MERCEDES 22CM","EYD 206 08","624.420.02.19","Ekersan","Fren Pabucu","FREN PABUÇLARI","116","2145","https://frenciniz.com/urun/644/fren-pabucu-mercedes-22cm-eyd-206-08-ekersan"
"645","ebs-ana-hat-kablosu-12-mt-w4491731200-ekersan","EBS ANA HAT KABLOSU 12 MT.","W4491731200","","Ekersan","EBS Modülatör","SENSÖR VE UZATMALAR","5","5280","https://frenciniz.com/urun/645/ebs-ana-hat-kablosu-12-mt-w4491731200-ekersan"
"646","frencoo-sensor-kapagi-10-1099-ekersan","FRENCOO SENSÖR KAPAĞI","10-1099","","Ekersan","Kaliper Tamir Takımı (Frenco)","KALİPER ÜRÜNLERİ","1","1082.4","https://frenciniz.com/urun/646/frencoo-sensor-kapagi-10-1099-ekersan"
"647","kaliper-perno-tamir-takimi-knorr-wabco-meritor-421167-1-ekersan","Kaliper Perno Tamir Takımı Knorr WABCO Meritor","421167-1","","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","6","930.6","https://frenciniz.com/urun/647/kaliper-perno-tamir-takimi-knorr-wabco-meritor-421167-1-ekersan"
"648","disk-balatasi-29088-42197-2-255-ekersan","Disk Balatası (29088)","42197/2-255","29088","Ekersan","Fren Balatası","BALATA","2","1900.8","https://frenciniz.com/urun/648/disk-balatasi-29088-42197-2-255-ekersan"
"649","frencoo-kaliper-tamir-takimi-arox-sol-fx-3140-ekersan","FRENCOO KALİPER TAMİR TAKIMI AROX SOL","FX-3140","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","1","7967.52","https://frenciniz.com/urun/649/frencoo-kaliper-tamir-takimi-arox-sol-fx-3140-ekersan"
"650","katli-koruk-civatali-422211-p02-ekersan","Katlı Körük Civatalı","422211.P02","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","144","1056","https://frenciniz.com/urun/650/katli-koruk-civatali-422211-p02-ekersan"
"651","komple-koruk-plastik-piston-renault-midlum-premium-magnum-424154-cp05-ekersan","Komple Körük Plastik Piston Renault Midlum Premium Magnum","424154.CP05","5010488071","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","1","2904","https://frenciniz.com/urun/651/komple-koruk-plastik-piston-renault-midlum-premium-magnum-424154-cp05-ekersan"
"652","frencoo-kaliper-rulman-yatagi-10-1284-ekersan","FRENCOO KALİPER RULMAN YATAĞI","10-1284","","Ekersan","Kaliper Tamir Takımı","KALİPER ÜRÜNLERİ","2","1038.84","https://frenciniz.com/urun/652/frencoo-kaliper-rulman-yatagi-10-1284-ekersan"
"653","porya-kapagi-scania-takim-30-08002-ekersan","PORYA KAPAĞI SCANIA TAKIM","30.08002","","Ekersan","Porya","PORYA","31","435.6","https://frenciniz.com/urun/653/porya-kapagi-scania-takim-30-08002-ekersan"
"654","saf-abs-dislisi-yeni-model-100-dis-sac-buyuk-eyd-91-22-ekersan","SAF ABS DİŞLİSİ YENİ MODEL 100 DİŞ SAÇ BÜYÜK","EYD 91 22","4029108100","Ekersan","ABS Sensörü/Modülü/Kablo","SENSÖR VE UZATMALAR","30","237.6","https://frenciniz.com/urun/654/saf-abs-dislisi-yeni-model-100-dis-sac-buyuk-eyd-91-22-ekersan"
"655","porya-bpw-ecoplus-esp-16-16-02-ekersan","Porya BPW ECOPlus","ESP.16.16.02","0327280140, 0327280100, 0327280190","Ekersan","Porya","PORYA","5","10626","https://frenciniz.com/urun/655/porya-bpw-ecoplus-esp-16-16-02-ekersan"
"656","disk-balatasi-knorr-wabco-meritor-42317-1-300-ekersan","Disk Balatası Knorr WABCO Meritor","42317/1-300","29228","Ekersan","Fren Balatası","BALATA","25","2191.2","https://frenciniz.com/urun/656/disk-balatasi-knorr-wabco-meritor-42317-1-300-ekersan"
"657","disk-balatasi-29087-42182-1-300-ekersan","Disk Balatası (29087)","42182/1-300","29042 - 29108 - 29087 - 29106 - 29109 - 29163 - 29179 - 29201 - 29202 - 29061","Ekersan","Fren Balatası","BALATA","343","2059.2","https://frenciniz.com/urun/657/disk-balatasi-29087-42182-1-300-ekersan"
